City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,la passe,45.5549,-0.8967,24.13,74,75,7.77,FR,1717953005
365,uturoa,-16.7333,-151.4333,26.96,79,92,4.83,PF,1717952980
366,laughlin,35.1678,-114.573,36.71,17,0,6.69,US,1717953006
367,ola,59.5833,151.2833,5.08,92,100,1.96,RU,1717953007
368,saldanha,-33.0117,17.9442,14.77,69,7,4.9,ZA,1717952988
369,hotan,37.0997,79.9269,23.46,30,87,1.0,CN,1717953008
370,lib,8.3122,167.3766,28.62,79,98,6.31,MH,1717953009
371,sefrou,33.8319,-4.828,23.53,47,75,5.66,MA,1717953010
372,oranjemund,-28.55,16.4333,20.67,29,51,5.08,NA,1717952953
373,inarajan village,13.2736,144.7484,28.08,93,56,5.22,GU,1717952981
374,kerman,30.2832,57.0788,27.37,9,0,5.85,IR,1717953012
375,san fernando,15.0286,120.6898,26.85,82,99,0.28,PH,1717953012
376,sterling,39.0062,-77.4286,27.79,69,100,3.09,US,1717953013
377,faro,37.0194,-7.9322,23.99,73,20,7.2,PT,1717952861
378,shetpe,44.1667,52.1167,28.21,34,65,9.5,KZ,1717953014
379,narasapur,16.45,81.6667,29.6,76,38,4.25,IN,1717953015
380,pinhao,-25.6956,-51.6597,23.62,46,66,3.98,BR,1717953015
381,bardai,11.65,7.2333,34.78,32,52,4.25,NG,1717953016
382,beyneu,45.3167,55.2,29.62,24,82,5.1,KZ,1717953017
383,babruysk,53.15,29.2333,16.47,96,87,3.42,BY,1717953018
384,xiazhen,34.8022,117.1117,27.84,42,100,3.95,CN,1717953019
385,redencao,-4.2258,-38.7306,27.22,82,86,2.62,BR,1717953020
386,nar'yan-mar,67.6713,53.087,5.06,71,100,4.92,RU,1717952956
387,luderitz,-26.6481,15.1594,20.04,35,39,3.8,NA,1717953021
388,tocopilla,-22.092,-70.1979,19.75,74,48,3.99,CL,1717953022
389,rikaze,29.25,88.8833,16.83,37,13,2.96,CN,1717953022
390,beni mellal,32.3373,-6.3498,29.16,30,52,4.6,MA,1717953023
391,chitipa,-9.7024,33.2697,13.42,91,41,1.68,MW,1717953024
392,vila velha,-20.3297,-40.2925,28.31,99,20,4.12,BR,1717953025
393,ust-nera,64.5667,143.2,5.16,57,79,1.94,RU,1717953025
394,ust-tsilma,65.441,52.1498,9.78,87,99,3.13,RU,1717953026
395,gubkinskiy,64.434,76.5026,11.52,54,37,3.75,RU,1717953027
396,togur,58.3631,82.8265,12.86,73,45,2.24,RU,1717953027
397,pleiku,13.9833,108.0,21.36,99,100,2.42,VN,1717953028
398,chul'man,56.8479,124.9104,8.49,91,100,0.89,RU,1717953029
399,khairpur,27.5295,68.7617,36.7,25,9,9.65,PK,1717952814
400,shakawe,-18.3667,21.85,18.79,43,2,3.15,BW,1717953030
401,prince rupert,54.3161,-130.3201,11.86,80,100,1.81,CA,1717953031
402,rio grande,-32.035,-52.0986,27.19,68,59,5.88,BR,1717953031
403,sanluri,39.5611,8.8994,27.09,45,0,6.92,IT,1717953032
404,east london,-33.0153,27.9116,16.94,59,0,1.63,ZA,1717953033
405,varennes-vauzelles,47.0168,3.1404,19.73,73,100,3.64,FR,1717953033
406,coquimbo,-29.9533,-71.3436,16.1,76,0,1.03,CL,1717952409
407,heyuan,23.7333,114.6833,25.27,94,100,1.09,CN,1717953035
408,aras-asan,8.8908,126.3033,25.98,89,91,2.2,PH,1717953035
409,guelendeng,10.9176,15.5501,35.34,31,57,3.68,TD,1717953036
410,aswan,24.0934,32.907,37.2,9,0,5.19,EG,1717952853
411,puerto deseado,-47.7503,-65.8938,6.23,91,100,7.56,AR,1717953038
412,sisimiut,66.9395,-53.6735,1.87,98,100,1.58,GL,1717953039
413,timimoun,29.2639,0.231,42.8,8,72,7.38,DZ,1717953040
414,ivdel',60.6911,60.4206,16.13,71,100,1.79,RU,1717953040
415,bardstown,37.8092,-85.4669,24.45,67,40,3.6,US,1717953041
416,port douglas,-16.4833,145.4667,18.19,69,6,2.06,AU,1717952970
417,zahedan,29.4963,60.8629,29.95,11,0,2.06,IR,1717953042
418,rio verde de mato grosso,-18.9181,-54.8442,33.99,23,76,6.11,BR,1717953043
419,blythe,33.6103,-114.5964,34.25,15,0,6.17,US,1717953043
420,chivilcoy,-34.8957,-60.0167,24.03,61,7,8.15,AR,1717953044
421,santa elena de uairen,4.6167,-61.1333,25.84,63,90,3.94,VE,1717953045
422,horodok,49.1637,26.5839,20.62,86,96,1.93,UA,1717952951
423,robore,-18.3333,-59.75,34.03,21,76,7.35,BO,1717953046
424,kailua-kona,19.6406,-155.9956,25.33,89,40,5.14,US,1717952987
425,ulladulla,-35.35,150.4667,9.45,80,36,2.51,AU,1717953047
426,san-pedro,4.7485,-6.6363,27.26,80,97,3.38,CI,1717953048
427,stornoway,58.2093,-6.3865,11.98,74,40,6.17,GB,1717953049
428,naze,28.3667,129.4833,21.99,87,79,3.29,JP,1717953007
429,quellon,-43.1167,-73.6167,11.51,84,97,5.22,CL,1717952999
430,viransehir,37.2353,39.7631,30.26,19,26,6.12,TR,1717953051
431,lagdo,9.05,13.7333,34.81,37,58,1.21,CM,1717953051
432,inari,68.906,27.0288,15.11,58,47,5.14,FI,1717953052
433,raduzhny,62.0961,77.475,13.66,48,5,1.95,RU,1717953053
434,aqadyr,48.2553,72.8483,19.47,71,92,4.59,KZ,1717953054
435,geraldton,-28.7667,114.6,19.23,68,100,6.17,AU,1717952986
436,suoyarvi,62.0833,32.35,16.05,49,100,3.78,RU,1717953055
437,bedele,8.456,36.353,14.83,95,79,1.76,ET,1717953056
438,mhamid,29.82,-5.72,36.7,9,1,10.79,MA,1717953056
439,kiunga,-6.1219,141.2906,23.62,99,84,1.63,PG,1717953057
440,vokhtoga,58.8147,41.0461,15.21,62,86,2.19,RU,1717953058
441,magadan,59.5667,150.8,4.74,95,93,1.28,RU,1717952984
442,tvoroyri,61.5556,-6.8111,8.81,80,40,6.89,FO,1717953059
443,arteche,12.2645,125.4048,26.74,87,59,0.93,PH,1717953060
444,shuangjiang,26.1547,109.7138,18.86,99,100,1.09,CN,1717953060
445,cudillero,43.5622,-6.1459,17.03,82,75,1.54,ES,1717953061
446,darwin,-12.4611,130.8418,19.99,82,0,2.57,AU,1717953062
447,sinjar,36.3209,41.8754,34.17,12,3,4.81,IQ,1717952960
448,sirte,31.2089,16.5887,27.26,43,0,7.37,LY,1717953063
449,seme,15.1942,-12.9448,39.58,23,96,4.99,SN,1717953064
450,maintirano,-18.0667,44.0167,24.37,72,0,6.34,MG,1717953064
451,nava,28.4167,-100.7667,31.61,44,63,4.52,MX,1717953065
452,george town,5.4112,100.3354,28.96,84,40,2.57,MY,1717952865
453,krizevci,46.0219,16.5425,27.38,62,35,2.06,HR,1717953066
454,anloga,5.7947,0.8973,27.89,77,78,6.35,GH,1717953067
455,waddan,29.1614,16.139,36.85,11,0,2.35,LY,1717952985
456,manbij,36.5281,37.9549,31.46,20,56,5.34,SY,1717952949
457,de queen,34.0379,-94.3413,32.25,47,23,3.48,US,1717953069
458,manta,-0.95,-80.7333,25.88,73,75,4.63,EC,1717952737
459,mudanjiang,44.5833,129.6,12.37,91,51,1.85,CN,1717953071
460,itacare,-14.2775,-38.9967,25.53,86,56,2.79,BR,1717953071
461,vlore,40.4667,19.4897,27.27,61,23,1.68,AL,1717953072
462,rabo de peixe,37.8,-25.5833,19.73,99,40,6.17,PT,1717952783
463,novosokol'niki,56.3463,30.1578,14.79,76,100,3.19,RU,1717953073
464,al bardiyah,31.7561,25.0865,24.99,56,0,7.59,LY,1717953074
465,dongxi,28.7614,106.6611,20.01,94,100,0.61,CN,1717953075
466,port alberni,49.2413,-124.8028,21.63,58,73,2.24,CA,1717952997
467,bac lieu,9.285,105.7244,28.05,64,100,5.36,VN,1717953076
468,mount gambier,-37.8333,140.7667,5.23,92,74,2.05,AU,1717953077
469,pasuquin,18.3328,120.6177,28.1,79,100,1.69,PH,1717953077
470,chulakkurgan,43.765,69.1814,28.31,27,96,7.01,KZ,1717953078
471,crane,31.3974,-102.3501,33.96,22,18,1.2,US,1717953079
472,labytnangi,66.6572,66.4183,10.21,60,100,4.01,RU,1717953080
473,yuzhno-kurilsk,44.0306,145.8556,11.32,93,99,3.75,RU,1717952966
474,siuri,23.9167,87.5333,34.62,49,60,7.51,IN,1717953081
475,atherton,53.5237,-2.4935,13.27,82,100,1.79,GB,1717952910
476,mountain home,43.133,-115.6912,25.57,47,100,1.34,US,1717953082
477,mirny,62.5353,113.9611,10.69,83,1,2.68,RU,1717952963
478,labrador city,52.9463,-66.9114,25.66,28,97,0.89,CA,1717952977
479,westport,41.1415,-73.3579,23.38,75,100,5.66,US,1717952996
480,brookings,44.3114,-96.7984,23.19,39,0,3.09,US,1717952824
481,laoag,18.1989,120.5936,27.95,79,100,2.12,PH,1717953086
482,kristiansund,63.1115,7.732,14.36,69,75,8.75,NO,1717952979
483,sao tome,0.3365,6.7273,25.04,83,87,3.17,ST,1717952951
484,anar darah,32.7587,61.654,32.46,13,0,11.0,AF,1717952792
485,leh,34.1667,77.5833,8.45,18,65,2.77,IN,1717953088
486,mejit,10.2753,170.8646,27.99,80,42,6.6,MH,1717952950
487,kangding,30.0513,101.9603,13.88,97,100,0.91,CN,1717953090
488,rawai,7.7797,98.3253,30.06,73,96,8.81,TH,1717953090
489,kenai,60.5544,-151.2583,13.05,60,0,6.17,US,1717952966
490,gordonvale,-17.0936,145.7842,15.88,99,5,1.95,AU,1717953092
491,tual,-5.6667,132.75,26.99,83,45,9.08,ID,1717952990
492,puri,19.8,85.85,30.29,79,63,11.04,IN,1717953093
493,qui nhon,13.7667,109.2333,26.91,84,100,2.88,VN,1717953094
494,nadi,-17.8,177.4167,20.0,77,20,3.09,FJ,1717953095
495,juneau,58.3019,-134.4197,14.0,87,75,2.06,US,1717953096
496,keila,59.3036,24.4131,15.01,58,19,6.69,EE,1717953096
497,andrews,32.3187,-102.5457,32.59,39,0,3.6,US,1717952965
498,gibara,21.1097,-76.1317,31.62,85,100,2.21,CU,1717952885
499,galle,6.0367,80.217,29.4,79,97,5.35,LK,1717953098
500,matoury,4.8483,-52.3317,29.98,74,44,2.06,GF,1717952984
501,caetite,-14.0694,-42.475,23.09,57,44,5.4,BR,1717953100
502,namsos,64.4662,11.4957,16.03,55,75,4.12,NO,1717953100
503,hadibu,12.65,54.0333,28.95,73,54,6.69,YE,1717952957
504,enshi,30.3,109.4833,21.15,86,93,0.69,CN,1717953102
505,villa de soto,-30.8552,-64.9995,29.67,12,0,8.4,AR,1717953102
506,mugia,43.1041,-9.2179,16.06,77,3,10.08,ES,1717953103
507,bomi,7.2461,-11.5258,28.44,78,83,2.6,SL,1717953104
508,nogliki,51.8333,143.1667,9.08,85,100,3.58,RU,1717953001
509,gorshechnoye,51.5244,38.0365,21.36,74,6,2.72,RU,1717953105
510,ippy,6.2679,21.2247,21.94,95,89,2.19,CF,1717953106
511,nyurba,63.2842,118.3319,11.85,89,97,1.99,RU,1717953106
512,freeport,40.6576,-73.5832,24.49,67,75,7.72,US,1717952852
513,la ronge,55.1001,-105.2842,7.12,93,100,3.09,CA,1717952901
514,igabi,10.7889,7.7749,28.1,62,36,4.07,NG,1717953108
515,huanggang,23.677,116.9996,25.66,92,100,0.97,CN,1717953109
516,cururupu,-1.8283,-44.8683,28.81,72,67,2.1,BR,1717953109
517,maisi,43.0395,41.2621,15.67,98,68,1.43,GE,1717953110
518,kingston,17.997,-76.7936,32.31,63,100,4.43,JM,1717952826
519,hengchun,22.0042,120.7439,28.48,78,49,1.66,TW,1717953111
520,plastun,44.7561,136.2939,11.36,99,100,0.67,RU,1717953112
521,silute,55.3489,21.4831,13.12,65,0,2.69,LT,1717953113
522,mochudi,-24.4167,26.15,14.33,39,0,1.6,BW,1717953113
523,usogorsk,63.4106,48.6872,15.37,89,100,2.43,RU,1717952994
524,whitehouse,32.2268,-95.2255,32.7,65,13,0.89,US,1717953115
525,arkalyk,50.2486,66.9114,23.97,54,35,3.99,KZ,1717953115
526,alo,7.4178,6.7371,32.01,57,78,3.81,NG,1717953116
527,tshabong,-26.05,22.45,14.12,39,0,4.97,BW,1717953117
528,dunhua,43.3725,128.2425,10.96,88,32,2.67,CN,1717953117
529,tura,25.5198,90.2201,25.84,92,1,3.31,IN,1717952960
530,molchanovo,57.5817,83.7692,10.4,85,14,2.63,RU,1717953119
531,ingeniero jacobacci,-41.3427,-69.5448,9.07,60,40,6.72,AR,1717953119
532,veraval,20.9,70.3667,29.98,79,59,4.9,IN,1717953121
533,kapa'a,22.0752,-159.319,24.18,86,100,6.17,US,1717952997
534,chaiya,9.3862,99.1986,27.47,71,100,2.97,TH,1717953122
535,mahikeng,-25.8652,25.6442,11.45,46,0,3.57,ZA,1717953123
536,federal,-30.9547,-58.7833,24.92,68,100,6.71,AR,1717953124
537,guerrero negro,27.9769,-114.0611,19.41,63,7,5.23,MX,1717953124
538,laguna,38.421,-121.4238,24.49,57,0,3.09,US,1717952979
539,christchurch,-43.5333,172.6333,12.45,82,36,2.57,NZ,1717953126
540,yemva,62.59,50.8594,15.42,63,72,1.45,RU,1717952949
541,tangalle,6.024,80.7911,25.98,91,98,4.7,LK,1717952965
542,ed damer,17.5928,33.9592,41.01,15,1,4.71,SD,1717953100
543,morehead city,34.7229,-76.726,32.24,70,0,7.2,US,1717953128
544,fort stockton,30.894,-102.8793,37.03,13,0,7.2,US,1717953129
545,petoskey,45.3733,-84.9553,14.83,76,100,6.69,US,1717953129
546,wajir,1.7471,40.0573,30.08,41,100,10.06,KE,1717953130
547,zhangye,38.9342,100.4517,23.27,20,81,0.99,CN,1717953131
548,inverell,-29.7833,151.1167,5.64,94,19,0.89,AU,1717953132
549,stuttgart,48.7823,9.177,21.56,61,75,3.6,DE,1717953056
550,oldenburg in holstein,54.3,10.8833,12.41,88,91,8.32,DE,1717953133
551,lockwood,45.8191,-108.4149,18.44,51,20,3.6,US,1717953134
552,valasske klobouky,49.1406,18.0076,23.42,91,85,2.31,CZ,1717953135
553,kuanda,56.3161,116.0806,8.61,74,11,0.2,RU,1717953136
554,thai binh,20.45,106.3333,27.36,86,100,3.18,VN,1717953137
555,vikindu,-7.0067,39.2985,22.33,73,96,2.69,TZ,1717953138
556,calbuco,-41.768,-73.1273,11.56,87,99,7.23,CL,1717953138
557,walvis bay,-22.9575,14.5053,22.08,33,35,4.14,NA,1717953139
558,black point,-34.6187,137.8972,15.35,56,100,3.76,AU,1717953140
559,kolokani,13.5728,-8.0339,39.86,19,11,2.31,ML,1717953140
560,portland,45.5234,-122.6762,21.27,69,75,1.54,US,1717952849
561,illizi,26.4833,8.4667,39.42,5,0,6.43,DZ,1717952958
562,acarau,-2.8856,-40.12,30.56,63,41,6.37,BR,1717953142
563,piton saint-leu,-21.2196,55.3151,21.06,73,0,5.14,RE,1717953143
564,letlhakane,-21.4167,25.5833,13.97,47,0,4.72,BW,1717952953
565,curaca,-8.9903,-39.9094,33.24,27,6,7.78,BR,1717953144
566,happy valley-goose bay,53.3168,-60.3315,22.84,45,0,4.02,CA,1717953145
567,etropole,42.8333,24.0,27.4,78,10,0.59,BG,1717953146
568,carutapera,-1.195,-46.02,28.69,79,20,2.98,BR,1717953146
569,tazacorte,28.629,-17.9293,22.3,80,75,3.09,ES,1717952995
570,belyy yar,53.6039,91.3903,17.94,77,0,2.0,RU,1717953148
571,cruzeiro do sul,-29.5128,-51.9853,30.29,58,46,3.18,BR,1717953148
572,ebon,4.582,168.6964,28.79,77,73,6.38,MH,1717953150
573,irymple,-34.25,142.1667,11.52,70,100,2.21,AU,1717953150
574,selkirk,50.1436,-96.8845,13.43,71,83,4.02,CA,1717953059
575,borogontsy,62.6683,131.1683,9.31,63,0,0.74,RU,1717952964
576,ciudad lazaro cardenas,17.9583,-102.2,29.59,57,19,4.8,MX,1717953152
577,lautoka,-17.6167,177.4667,19.92,77,20,3.09,FJ,1717953153
578,kourou,5.1552,-52.6478,30.03,75,35,2.97,GF,1717953153
579,mariental,-24.6333,17.9667,17.44,29,26,5.64,NA,1717953154
580,makoua,0.0069,15.6333,25.88,77,93,1.18,CG,1717953071
581,ceeldheer,3.8488,47.1806,26.14,77,100,10.1,SO,1717953155
582,aberdeen,57.1437,-2.0981,13.27,70,75,6.69,GB,1717953006
583,saint-francois,46.4154,3.9054,17.69,74,100,4.63,FR,1717953157
584,hohhot,40.8106,111.6522,19.74,36,18,2.34,CN,1717953157
